"FileName","FilePath","KeywordFound","FileSize","LastModified","FileType"
"READABLE_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","Attorney General","24.25 KB","2025-10-26 6:14:20 PM",".txt"
"READABLE_Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml.txt","Attorney General","1550.52 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","Crown Attorney","75.75 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","Prosecutor","75.75 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo.eml.txt","Crown Attorney","20.23 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__1_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__1_.eml.txt","Crown Attorney","20.23 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__2_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__2_.eml.txt","Crown Attorney","21.35 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__3_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__3_.eml.txt","Crown Attorney","20.23 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__4_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__4_.eml.txt","Crown Attorney","20.23 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__5_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__5_.eml.txt","Crown Attorney","20.23 KB","2025-10-26 6:14:21 PM",".txt"
"READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__6_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\01_DECODED_EMAILS\READABLE_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__6_.eml.txt","Crown Attorney","20.23 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM.eml.txt","Crown Attorney","667.66 KB","2025-10-26 6:14:18 PM",".txt"
"ANALYSIS_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__1_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__1_.eml.txt","Crown Attorney","668.1 KB","2025-10-26 6:14:18 PM",".txt"
"ANALYSIS_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__2_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__2_.eml.txt","Crown Attorney","668.78 KB","2025-10-26 6:14:18 PM",".txt"
"ANALYSIS_Emergency_rent_funds_at_the_bottom.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Emergency_rent_funds_at_the_bottom.eml.txt","Crown Attorney","46.7 KB","2025-10-26 6:14:18 PM",".txt"
"ANALYSIS_Emergency_rent_funds_at_the_bottom.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Emergency_rent_funds_at_the_bottom.eml.txt","Prosecutor","46.7 KB","2025-10-26 6:14:18 PM",".txt"
"ANALYSIS_Emergency_rent_funds_at_the_bottom.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Emergency_rent_funds_at_the_bottom.eml.txt","Criminal Division","46.7 KB","2025-10-26 6:14:18 PM",".txt"
"ANALYSIS_original_msg.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_original_msg.eml.txt","Crown Attorney","55.16 KB","2025-10-26 6:14:20 PM",".txt"
"ANALYSIS_original_msg.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_original_msg.eml.txt","Attorney General","55.16 KB","2025-10-26 6:14:20 PM",".txt"
"ANALYSIS_R._v._Longo___Emergency_LAO_Certificate___Disbursements___OCJ_Windsor___Evidence_Attached__AGC_served_23_Sep_2025_21_34_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_R._v._Longo___Emergency_LAO_Certificate___Disbursements___OCJ_Windsor___Evidence_Attached__AGC_served_23_Sep_2025_21_34_.eml.txt","Attorney General","12.67 KB","2025-10-26 6:14:20 PM",".txt"
"ANALYSIS_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","Crown Attorney","25.5 KB","2025-10-26 6:14:20 PM",".txt"
"ANALYSIS_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_R_v_Francesco_LONGO_1012001___Disclosure.eml.txt","Attorney General","25.5 KB","2025-10-26 6:14:20 PM",".txt"
"ANALYSIS_Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml.txt","Attorney General","1551.84 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","Crown Attorney","77.05 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS___R._v._Francesco_Longo__Court_File_21_845_.eml.txt","Prosecutor","77.05 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo.eml.txt","Crown Attorney","21.51 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__1_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__1_.eml.txt","Crown Attorney","21.51 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__2_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__2_.eml.txt","Crown Attorney","22.64 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__3_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__3_.eml.txt","Crown Attorney","21.51 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__4_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__4_.eml.txt","Crown Attorney","21.51 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__5_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__5_.eml.txt","Crown Attorney","21.51 KB","2025-10-26 6:14:21 PM",".txt"
"ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__6_.eml.txt","C:\Users\User\Downloads\DECODED_EMAIL_EVIDENCE\03_ANALYSIS_REPORTS\ANALYSIS_Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST___Case__21_845_Francesco_Longo__6_.eml.txt","Crown Attorney","21.51 KB","2025-10-26 6:14:21 PM",".txt"
"DRAFT_ORDER_Interim_Preservation.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\DRAFT_ORDER_Interim_Preservation.txt","Crown Attorney","3.62 KB","2025-10-19 12:25:37 AM",".txt"
"DRAFT_ORDER_Interim_Preservation.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\DRAFT_ORDER_Interim_Preservation.txt","Attorney General","3.62 KB","2025-10-19 12:25:37 AM",".txt"
"DRAFT_ORDER_Interim_Preservation.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\DRAFT_ORDER_Interim_Preservation.txt","Criminal Division","3.62 KB","2025-10-19 12:25:37 AM",".txt"
"FORM_4F_Constitutional_Question.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\FORM_4F_Constitutional_Question.txt","Attorney General","7.14 KB","2025-10-19 12:25:37 AM",".txt"
"MOTION_001_Abridgment_Preservation.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\MOTION_001_Abridgment_Preservation.txt","Crown Attorney","7.81 KB","2025-10-19 12:25:37 AM",".txt"
"MOTION_001_Abridgment_Preservation.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\MOTION_001_Abridgment_Preservation.txt","Attorney General","7.81 KB","2025-10-19 12:25:37 AM",".txt"
"MOTION_001_Abridgment_Preservation_Sept23_2025.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\MOTION_001_Abridgment_Preservation_Sept23_2025.txt","Crown Attorney","6.73 KB","2025-10-19 12:24:01 AM",".txt"
"MOTION_001_Abridgment_Preservation_Sept23_2025.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\ACTUAL_FILED_MOTIONS\MOTION_001_Abridgment_Preservation_Sept23_2025.txt","Attorney General","6.73 KB","2025-10-19 12:24:01 AM",".txt"
"GROK_X_AI_COMPLETE_SUMMARY.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\GROK_X_AI_COMPLETE_SUMMARY.txt","Crown Attorney","1.75 KB","2025-10-19 12:25:59 AM",".txt"
"GROK_X_AI_SUMMARY.txt","C:\Users\User\Downloads\FRANCESCO_LONGO_CASE_EVIDENCE\GROK_X_AI_SUMMARY.txt","Crown Attorney","1.42 KB","2025-10-19 12:24:30 AM",".txt"
"DOC GS FULL CONVERSATION OF EVENTS.txt","C:\Users\User\Downloads\Hash Command Tracking for Disclosure Chain - DeepSeek_files\DOC GS FULL CONVERSATION OF EVENTS.txt","Crown Attorney","15619.01 KB","2025-10-18 10:28:06 PM",".txt"
"DOC GS FULL CONVERSATION OF EVENTS.txt","C:\Users\User\Downloads\Hash Command Tracking for Disclosure Chain - DeepSeek_files\DOC GS FULL CONVERSATION OF EVENTS.txt","Crown Counsel","15619.01 KB","2025-10-18 10:28:06 PM",".txt"
"DOC GS FULL CONVERSATION OF EVENTS.txt","C:\Users\User\Downloads\Hash Command Tracking for Disclosure Chain - DeepSeek_files\DOC GS FULL CONVERSATION OF EVENTS.txt","Prosecutor","15619.01 KB","2025-10-18 10:28:06 PM",".txt"
"DOC GS FULL CONVERSATION OF EVENTS.txt","C:\Users\User\Downloads\Hash Command Tracking for Disclosure Chain - DeepSeek_files\DOC GS FULL CONVERSATION OF EVENTS.txt","Attorney General","15619.01 KB","2025-10-18 10:28:06 PM",".txt"
"DOC GS FULL CONVERSATION OF EVENTS.txt","C:\Users\User\Downloads\Hash Command Tracking for Disclosure Chain - DeepSeek_files\DOC GS FULL CONVERSATION OF EVENTS.txt","Ministry of Attorney","15619.01 KB","2025-10-18 10:28:06 PM",".txt"
"DOC GS FULL CONVERSATION OF EVENTS.txt","C:\Users\User\Downloads\Hash Command Tracking for Disclosure Chain - DeepSeek_files\DOC GS FULL CONVERSATION OF EVENTS.txt","Crown Law","15619.01 KB","2025-10-18 10:28:06 PM",".txt"
"MICROSOFT_SERVICES_ANALYSIS.txt","C:\Users\User\Downloads\LONGO_CASE_MASTER\EMAIL_EVIDENCE_HUB_20251018_175215\06_MICROSOFT_EVIDENCE\MICROSOFT_SERVICES_ANALYSIS.txt","Crown Attorney","1.1 KB","2025-10-18 5:52:23 PM",".txt"
"MICROSOFT_SERVICES_ANALYSIS.txt","C:\Users\User\Downloads\LONGO_CASE_MASTER\EMAIL_EVIDENCE_HUB_20251018_175215\MICROSOFT_SERVICES_ANALYSIS.txt","Crown Attorney","1.1 KB","2025-10-18 5:52:23 PM",".txt"
"MASTER_COMPLAINT.txt","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\1_LEGAL_COMPLAINTS\MASTER_COMPLAINT.txt","Crown Attorney","3.29 KB","2025-10-26 5:57:56 PM",".txt"
"MASTER_COMPLAINT.txt","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\1_LEGAL_COMPLAINTS\MASTER_COMPLAINT.txt","Prosecutor","3.29 KB","2025-10-26 5:57:56 PM",".txt"
"EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM.eml","Crown Attorney","666.35 KB","2025-10-15 5:44:54 PM",".eml"
"EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__1_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__1_.eml","Crown Attorney","666.79 KB","2025-10-15 5:44:52 PM",".eml"
"EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__2_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\EMERGENCY_FUNDING_REQUEST___IMMEDIATE_SHELTER_FOOD_COUNSELLING_FOR_WRONGFUL_PROSECUTION_VICTIM__2_.eml","Crown Attorney","667.47 KB","2025-10-15 5:44:30 PM",".eml"
"Emergency_rent_funds_at_the_bottom.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Emergency_rent_funds_at_the_bottom.eml","Crown Attorney","45.45 KB","2025-10-15 5:44:27 PM",".eml"
"Emergency_rent_funds_at_the_bottom.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Emergency_rent_funds_at_the_bottom.eml","Prosecutor","45.45 KB","2025-10-15 5:44:27 PM",".eml"
"Emergency_rent_funds_at_the_bottom.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Emergency_rent_funds_at_the_bottom.eml","Criminal Division","45.45 KB","2025-10-15 5:44:27 PM",".eml"
"original_msg.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\original_msg.eml","Crown Attorney","53.94 KB","2025-09-26 8:36:34 PM",".eml"
"original_msg.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\original_msg.eml","Attorney General","53.94 KB","2025-09-26 8:36:34 PM",".eml"
"R._v._Longo___Emergency_LAO_Certificate___Disbursements___OCJ_Windsor___Evidence_Attached__AGC_served_23_Sep_2025_21_34_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\R._v._Longo___Emergency_LAO_Certificate___Disbursements___OCJ_Windsor___Evidence_Attached__AGC_served_23_Sep_2025_21_34_.eml","Attorney General","11.33 KB","2025-09-23 10:12:24 PM",".eml"
"R_v_Francesco_LONGO_1012001_-_Disclosure.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\R_v_Francesco_LONGO_1012001_-_Disclosure.eml","Crown Attorney","24.25 KB","2025-10-15 6:37:14 PM",".eml"
"R_v_Francesco_LONGO_1012001_-_Disclosure.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\R_v_Francesco_LONGO_1012001_-_Disclosure.eml","Attorney General","24.25 KB","2025-10-15 6:37:14 PM",".eml"
"Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__R._v._Longo___URGENT_SERVICE_ON_AGC___Form_4F___Filed_OCJ_Windsor_23_Sep_2025_15_47__3_47_pm_.eml","Attorney General","1550.51 KB","2025-10-19 8:57:12 AM",".eml"
"Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS_-_R._v._Francesco_Longo__Court_File_21-845_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS_-_R._v._Francesco_Longo__Court_File_21-845_.eml","Crown Attorney","75.74 KB","2025-09-26 8:32:44 PM",".eml"
"Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS_-_R._v._Francesco_Longo__Court_File_21-845_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT_DISCLOSURE_REQUEST___EVIDENCE_DEMANDS_-_R._v._Francesco_Longo__Court_File_21-845_.eml","Prosecutor","75.74 KB","2025-09-26 8:32:44 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo.eml","Crown Attorney","20.22 KB","2025-10-13 7:23:01 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__1_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__1_.eml","Crown Attorney","20.22 KB","2025-10-13 7:23:01 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__2_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__2_.eml","Crown Attorney","21.35 KB","2025-10-13 7:25:10 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__3_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__3_.eml","Crown Attorney","20.22 KB","2025-10-13 7:47:58 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__4_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__4_.eml","Crown Attorney","20.22 KB","2025-10-15 5:24:34 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__5_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__5_.eml","Crown Attorney","20.22 KB","2025-10-15 5:44:23 PM",".eml"
"Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__6_.eml","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\2_CRITICAL_EMAILS\Subject__URGENT__MANDATORY_DISCLOSURE_REQUEST_-_Case__21-845_Francesco_Longo__6_.eml","Crown Attorney","20.22 KB","2025-10-15 5:44:23 PM",".eml"
"IMMEDIATE_ACTION.txt","C:\Users\User\Downloads\LONGO_EVIDENCE_PACKAGE\4_DEPLOY\IMMEDIATE_ACTION.txt","Crown Attorney","1.9 KB","2025-10-26 5:58:33 PM",".txt"
"URGENT_MASTER_CRIMINAL_COMPLAINT.txt","C:\Users\User\Downloads\Longo_Evidence_Package_20251026_173405\01_LEGAL_COMPLAINTS\URGENT_MASTER_CRIMINAL_COMPLAINT.txt","Crown Attorney","7.34 KB","2025-10-26 5:34:23 PM",".txt"
"URGENT_MASTER_CRIMINAL_COMPLAINT.txt","C:\Users\User\Downloads\Longo_Evidence_Package_20251026_173405\01_LEGAL_COMPLAINTS\URGENT_MASTER_CRIMINAL_COMPLAINT.txt","Prosecutor","7.34 KB","2025-10-26 5:34:23 PM",".txt"
"EMAIL_Emergency rent funds at the bottom.txt","C:\Users\User\Downloads\Longo_Evidence_Package_20251026_173405\02_CRITICAL_EMAILS\EMAIL_Emergency rent funds at the bottom.txt","Criminal Division","2.47 KB","2025-10-26 5:34:41 PM",".txt"
"EMAIL_R. v. Longo ? Emergency LAO Certificate + Disbursements ? OCJ Windsor ? Evidence Attached (AGC served 23?Sep?2025 21_34).txt","C:\Users\User\Downloads\Longo_Evidence_Package_20251026_173405\02_CRITICAL_EMAILS\EMAIL_R. v. Longo ? Emergency LAO Certificate + Disbursements ? OCJ Windsor ? Evidence Attached (AGC served 23?Sep?2025 21_34).txt","Attorney General","2.75 KB","2025-10-26 5:34:41 PM",".txt"
